StateCountMax,StateCountMin,StateCountAverage,TotalStateCount,NewSteateCount,Iteration,ExplainedVariance,NumTrajs,NumSamples,Entropy,Perplexity,AverageDiscountedReturn,ReturnAverage,ReturnMax,ReturnMin,RawReturnAverage,RawReturnMax,RawReturnMin,PathLenAverage,PathLenMax,PathLenMin,BonusRewardMax,BonusRewardMin,BonusRewardAverage,pi_opt_LossBefore,pi_opt_LossAfter,pi_opt_MeanKL,pi_opt_dLoss,pi_opt_bktrk_iters,vf_opt_LossBefore,vf_opt_LossAfter,vf_opt_MeanKL,vf_opt_dLoss,vf_opt_bktrk_iters,vf_LossBefore,vf_LossAfter,vf_dLoss,vf_MeanKL,ElapsedTime
166475,1,43445.91438065065,597,6,21,-0.6411307579481222,210,103528,2.7389072698323513,15.470071243340962,0.021598487530075414,0.2161817046998731,4.145135666053453,0.03840739427789293,5.238095238095238,400.0,0.0,492.9904761904762,2288,209,0.0316227766016838,7.750424468463491e-05,0.00035157791116387184,-3.2521608057219e-17,-0.004162616241583827,0.0064842119751049206,0.004162616241583795,1,1.295099871130167,1.2429802573839954,0.006868979254393419,0.05211961374617147,2,1.295099871130167,1.2429802573839954,0.05211961374617147,0.006868979254393419,442.89110922813416
176031,1,46694.406965193324,604,7,22,0.3826163244149213,213,103687,2.751730902041146,15.669731194004903,0.020537057406826098,0.2636493145429652,5.486819203981799,0.03445056766295198,5.164319248826291,100.0,0.0,486.793427230047,1967,180,0.0316227766016838,7.537119863227986e-05,0.0004355155805226465,6.869686991461833e-17,-0.003917691119310564,0.006622603107968275,0.003917691119310633,1,1.1549006628527774,1.0798559080033514,0.007455443199400055,0.07504475484942597,1,1.1549006628527774,1.0798559080033514,0.07504475484942597,0.007455443199400055,460.220095872879
185633,1,46901.87047990321,605,1,23,-724.3517955124212,207,104146,2.7496095167441252,15.636524890776517,0.019593059872443003,0.23372012313417295,4.651381901538459,0.031613466030925824,6.763285024154589,400.0,0.0,503.1207729468599,1940,176,0.0316227766016838,7.33960027614319e-05,0.0003493179333702089,-2.5175693716178675e-17,-0.004982909703008832,0.008658005170343576,0.004982909703008807,0,1.1600124231339735,1.101799742725505,0.006707294829512522,0.05821268040846839,2,1.1600124231339735,1.101799742725505,0.05821268040846839,0.006707294829512522,478.0203275680542
194504,1,49102.17637778911,643,38,24,0.4208079130359319,209,105858,2.747687040330004,15.606492917604864,0.019314400618222087,0.23752945050269628,9.293140894876798,0.0322330128175921,4.784688995215311,400.0,0.0,506.4976076555024,2106,189,0.0316227766016838,7.17027366387937e-05,0.0003933916676591624,4.207778614698331e-17,-0.00471166524760775,0.006977787448669569,0.004711665247607792,1,1.0586669399743693,0.9996729160510385,0.007382433116521333,0.05899402392333086,1,1.0586669399743693,0.9996729160510385,0.05899402392333086,0.007382433116521333,496.16387462615967
203391,1,49209.33699188142,646,3,25,0.397690858397869,200,106053,2.7428180164028,15.530689224924963,0.01959066613005962,0.23457419044834973,4.639093877462311,0.031179929522865576,6.0,400.0,0.0,530.265,2545,179,0.0316227766016838,7.011874496877345e-05,0.00034807914995021327,2.5485204966372594e-17,-0.004739612432283444,0.009594713475412684,0.004739612432283469,0,1.0890367152837614,1.0354366048765806,0.006476633809525468,0.05360011040718082,2,1.0890367152837614,1.0354366048765806,0.05360011040718082,0.006476633809525468,514.5423209667206
211721,1,54383.90014968911,654,8,26,-0.22254969151413984,207,104216,2.7478784209014258,15.609479982961343,0.018384117207913272,0.2123529238054999,5.490596425712384,0.032508128040679714,8.21256038647343,400.0,0.0,503.45893719806764,1629,187,0.0316227766016838,6.872551955140695e-05,0.00031623795988848605,-3.3394126021960815e-18,-0.0045744966975661844,0.009060912723216484,0.004574496697566181,0,1.07059893578222,1.0133839404753728,0.008730034021250405,0.05721499530684726,1,1.07059893578222,1.0133839404753728,0.05721499530684726,0.008730034021250405,532.4094870090485
220925,1,51078.40260908273,670,16,27,0.544424012874173,199,110077,2.729510708880812,15.325386609548572,0.018244831362506115,0.23012644385315578,6.273929818928048,0.03336658475360036,7.5376884422110555,400.0,0.0,553.1507537688442,2873,192,0.0316227766016838,6.727869643675338e-05,0.00031609838864411305,-1.0316376573436627e-16,-0.00369810525696307,0.0068347596705364624,0.0036981052569629667,1,1.059088588244513,0.997779546326655,0.00732674815967524,0.06130904191785791,1,1.059088588244513,0.997779546326655,0.06130904191785791,0.00732674815967524,552.493349313736
228410,1,54891.679041859585,670,0,28,0.47689331979690575,195,105830,2.7377801913324493,15.45264508082191,0.0175212132984688,0.17679964936893947,2.4489978872057407,0.032174222187335545,3.076923076923077,100.0,0.0,542.7179487179487,1573,189,0.0316227766016838,6.616715217911694e-05,0.00026907239560562424,-1.6051707927609866e-17,-0.0037681188953157174,0.006536180548740211,0.0037681188953157013,1,1.1403988067297028,1.063047729977909,0.006613065650286299,0.07735107675179376,1,1.1403988067297028,1.063047729977909,0.07735107675179376,0.006613065650286299,571.0761849880219
235949,1,53356.88459307222,673,3,29,-63.22455960890241,184,106874,2.7278605380477083,15.300117958089281,0.017852189328467407,0.2776183465419146,3.545437277967362,0.027156363762276023,11.956521739130435,400.0,0.0,580.8369565217391,2082,171,0.0316227766016838,6.510149014166305e-05,0.0003282536048403939,2.7626843726788113e-17,-0.0037338085680575757,0.006764925974801262,0.0037338085680576035,1,1.0367935494752596,0.9885634584231693,0.006462905983013771,0.04823009105209031,1,1.0367935494752596,0.9885634584231693,0.04823009105209031,0.006462905983013771,589.7946195602417
243608,1,53915.304895483896,684,3,30,0.5555861734157834,188,107017,2.7275130511251713,15.294802290801492,0.0193954346235955,0.31741778876506943,4.73479361704507,0.03164025195544021,12.23404255319149,400.0,0.0,569.2393617021277,1640,182,0.0316227766016838,6.406992666050397e-05,0.00038007554208988384,-7.222844099421782e-17,-0.004226299872362671,0.006590634946215374,0.004226299872362599,1,1.0108966569229993,0.9511567159927858,0.006693668765543716,0.05973994093021351,1,1.0108966569229993,0.9511567159927858,0.05973994093021351,0.006693668765543716,609.211629152298
251392,1,54964.069487544686,709,25,31,0.5485981783941757,184,106019,2.7171550218818386,15.137195936131155,0.019122813515979303,0.29354935897280177,8.661391756705095,0.03348582638477852,12.5,400.0,0.0,576.1902173913044,2142,215,0.0316227766016838,6.307020947982433e-05,0.000367981984842298,-9.307859339537571e-17,-0.003735902065137776,0.007475295096893447,0.0037359020651376827,1,1.0091918853168693,0.9588036001799853,0.006440079003470585,0.05038828513688398,1,1.0091918853168693,0.9588036001799853,0.05038828513688398,0.006440079003470585,627.5661180019379
258840,1,63864.5987194589,719,10,32,0.6028083151776,197,105268,2.711675851586708,15.054483466587348,0.01926548258463984,0.22438159919341227,5.082041820382693,0.028893243923044355,8.121827411167512,400.0,0.0,534.3553299492386,3101,181,0.0316227766016838,6.215617838568347e-05,0.00030591609075029713,1.013896665071106e-16,-0.004110918848296127,0.007547532762117794,0.004110918848296228,1,0.9737340030070748,0.9233465826444487,0.00642792811027469,0.05038742036262611,1,0.9737340030070748,0.9233465826444487,0.05038742036262611,0.00642792811027469,645.047171831131
266899,4,63270.09403181953,719,0,33,0.535564775743965,167,111441,2.710875319080352,15.04243668576912,0.01664467904815759,0.20166083604580612,1.8951782002365245,0.02973252944195658,4.790419161676646,100.0,0.0,667.311377245509,3492,191,0.0158113883008419,6.12105845141118e-05,0.0002304121429245043,2.0077407231762828e-18,-0.003551453908146063,0.008506788966400187,0.0035514539081460653,1,1.1148863564264766,1.0294753737546884,0.006488694450861443,0.08541098267178815,1,1.1148863564264766,1.0294753737546884,0.08541098267178815,0.006488694450861443,664.7279741764069
274285,1,54007.84287704239,728,2,34,-58.86121976622623,165,106248,2.70947131106105,15.021331803211531,0.018688130350379507,0.3784781897129421,4.05444866903524,0.029628337712346565,20.0,400.0,0.0,643.9272727272727,1929,197,0.0316227766016838,6.038081506336014e-05,0.00035246688222493976,1.0978402129143449e-17,-0.004723279052479756,0.00975369656122658,0.004723279052479767,0,0.9873564226465588,0.9266352086420475,0.009565692482804963,0.06072121400451125,0,0.9873564226465588,0.9266352086420475,0.06072121400451125,0.009565692482804963,682.4971652030945
280047,1,63189.65456999052,739,11,35,0.5526005257899911,164,109672,2.709480989490874,15.02147718682079,0.018305913147378526,0.36229950862496596,6.152581119879761,0.027982005622010083,17.073170731707318,400.0,0.0,668.7317073170732,2384,175,0.0316227766016838,5.9756415406585515e-05,0.0003411729467365818,-5.3640050322482565e-17,-0.004444258382219896,0.009509240887272417,0.004444258382219842,0,1.0103173852886354,0.9620768799455816,0.007792211583033047,0.0482405053430538,0,1.0103173852886354,0.9620768799455816,0.0482405053430538,0.007792211583033047,701.7967495918274
286750,1,60093.43301640531,739,0,36,0.5365633999759956,164,104966,2.7193976089683045,15.171180508701697,0.01805006882058365,0.3264220667103218,4.376922101077335,0.028362532712693362,15.853658536585366,400.0,0.0,640.0365853658536,3894,191,0.0316227766016838,5.905385953574927e-05,0.0003004136476620319,7.05760064497811e-17,-0.00374979149155074,0.007509256135296476,0.0037497914915508106,1,0.9818747091791039,0.9394456870035435,0.006758581664145184,0.04242902217556044,1,0.9818747091791039,0.9394456870035435,0.04242902217556044,0.006758581664145184,719.4694004058838
293456,1,64176.12800528159,741,2,37,-6.396345576506764,162,109058,2.7166437332124755,15.129458437579311,0.017621189698750223,0.4392214766718738,3.662206477200487,0.025980964562487354,21.604938271604937,400.0,0.0,673.1975308641976,2623,179,0.0316227766016838,5.837521636084351e-05,0.00034984943076934793,8.122564552327553e-17,-0.004260691749777541,0.006576652799004142,0.004260691749777622,1,0.8310930119904804,0.7773670991388629,0.006865154333584678,0.05372591285161743,1,0.8310930119904804,0.7773670991388629,0.05372591285161743,0.006865154333584678,739.3953142166138
301650,1,56863.452202021675,820,79,38,0.18820752161117926,147,109513,2.7060750488054213,14.970401955493351,0.021248662271162108,1.4013440139619056,132.37257446062355,0.032045371278966485,25.85034013605442,400.0,0.0,744.9863945578231,4500,201,0.0316227766016838,5.757690753925157e-05,0.0015705676043246512,1.6253970723097314e-16,-0.0038415900250417805,0.006366614059410651,0.003841590025041943,1,1.6604774104195883,1.443212506973071,0.008910640618680122,0.21726490344651728,0,1.6604774104195883,1.443212506973071,0.21726490344651728,0.008910640618680122,758.0306096076965
308298,1,54900.81550449728,822,2,39,-4.8360598241712145,124,112290,2.696823232833094,14.832537284241543,0.021162597884010453,0.4654227415073965,5.041580974203808,0.03470796006746609,20.967741935483872,400.0,0.0,905.5645161290323,3754,216,0.0316227766016838,5.695274307689464e-05,0.0003002263776553329,6.178797986411276e-17,-0.003361682076346996,0.00711734142755526,0.0033616820763470575,1,0.9346630592242928,0.8754740304702094,0.007053080309946092,0.059189028754083384,1,0.9346630592242928,0.8754740304702094,0.059189028754083384,0.007053080309946092,777.9666140079498
312905,1,54813.74965699592,822,0,40,-104.71888614303433,122,110057,2.6940718595275706,14.791783527213108,0.021148533092032747,0.6874576203914197,12.322604384680773,0.028611610118634348,30.327868852459016,400.0,0.0,902.1065573770492,4500,196,0.0316227766016838,5.6531921670986145e-05,0.0004622134865365483,4.419702865074081e-17,-0.004512005938916482,0.007320159448451355,0.0045120059389165265,1,0.8228822934270955,0.7645333462239505,0.006822976909317143,0.058348947203144985,1,0.8228822934270955,0.7645333462239505,0.058348947203144985,0.006822976909317143,798.557060956955
317933,1,47473.014420271735,850,28,41,0.08759587609140296,113,107973,2.661305997629913,14.314972215754795,0.019808259604897176,1.7913414491546984,107.05368455979908,0.0334846231258993,52.21238938053097,400.0,0.0,955.5132743362832,4500,216,0.0316227766016838,5.6083123848262556e-05,0.0014764948992292937,7.813622027137645e-18,-0.004431477783988455,0.006486529867803754,0.004431477783988463,1,1.916778014696242,1.6554173796745062,0.00897831567912667,0.2613606350217359,0,1.916778014696242,1.6554173796745062,0.2613606350217359,0.00897831567912667,817.1750826835632
321538,1,35846.76903398604,859,9,42,-2.099089023746246,112,116489,2.6392348838036708,14.00248597932926,0.02660578616268714,1.1899252287944904,11.75938323749727,0.03319749747449464,65.17857142857143,400.0,0.0,1040.080357142857,4500,207,0.0316227766016838,5.576784298392644e-05,0.0006719228907878229,-8.569247156483275e-17,-0.003716799646613969,0.007130162515786308,0.0037167996466138833,1,1.1768710920212069,1.0877040145373877,0.00938271935435367,0.08916707748381913,0,1.1768710920212069,1.0877040145373877,0.08916707748381913,0.00938271935435367,837.0451822280884
324204,1,32235.18931494698,859,0,43,0.5062471648638086,100,124005,2.621447055733491,13.75561433068321,0.023781733939925744,1.2648313171539163,9.346976874801662,0.025429393125693173,76.0,400.0,0.0,1240.05,4500,188,0.0316227766016838,5.553807409832099e-05,0.0006006461974548629,-3.674130472868918e-17,-0.004126790781125156,0.006432240421815018,0.004126790781125119,1,1.1528226158941366,1.0724206436311234,0.009209103585313558,0.08040197226301316,0,1.1528226158941366,1.0724206436311234,0.08040197226301316,0.009209103585313558,858.7983114719391
326027,1,51212.41429406905,883,24,44,0.4055763620316183,128,107723,2.654583632031484,14.219064463649758,0.026506345378734246,0.902224023978298,17.24916578398534,0.027805426778678338,56.25,400.0,0.0,841.5859375,4500,192,0.0316227766016838,5.538258415908525e-05,0.0006264648688694243,-1.1216964869513445e-16,-0.004734576556557745,0.00685032728421678,0.004734576556557633,1,1.1096490429071701,1.0446811530399582,0.009500068462467788,0.06496788986721191,0,1.1096490429071701,1.0446811530399582,0.06496788986721191,0.009500068462467788,877.8151590824127
330190,1,47114.24990892208,924,11,45,-196.7382684564018,138,112541,2.6465453053133645,14.105225129718534,0.02433477265711409,0.9401226975174174,17.018464233201723,0.035002766405105315,62.31884057971015,400.0,0.0,815.5144927536232,4500,222,0.0316227766016838,5.5032347890437796e-05,0.0006552006136199601,2.8079642634394936e-18,-0.004916080796929399,0.00821897819836562,0.0049160807969294016,1,1.3051108291538815,1.2007467868168546,0.009335730315429109,0.1043640423370269,0,1.3051108291538815,1.2007467868168546,0.1043640423370269,0.009335730315429109,900.3430554866791
334821,1,40771.56692717919,987,63,46,0.33435109479103187,125,116821,2.620426920156966,13.741588894267181,0.031106174412394848,1.0628762692969747,28.430929456825616,0.031760574540939675,62.4,400.0,0.0,934.568,4500,216,0.0316227766016838,5.465043906141005e-05,0.0006921660802605904,-1.6914077332642425e-17,-0.0050548981176397716,0.009720227645396736,0.005054898117639754,0,1.2764789925232034,1.1893317272024844,0.009488582825265875,0.08714726532071904,0,1.2764789925232034,1.1893317272024844,0.08714726532071904,0.009488582825265875,921.5215566158295
337809,1,46839.541291174995,1017,30,47,0.3915630722019212,140,109745,2.631789644833478,13.898621253669676,0.027610271417266036,0.7805030896504968,14.33752408021454,0.02841175766549102,54.285714285714285,400.0,0.0,783.8928571428571,3186,188,0.0316227766016838,5.44082042266548e-05,0.0004671778445584734,5.752538735223621e-17,-0.004419345505148288,0.006474632033549775,0.004419345505148345,1,1.1055475569107895,1.046257289088827,0.0065388110514193855,0.05929026782196245,1,1.1055475569107895,1.046257289088827,0.05929026782196245,0.0065388110514193855,941.2979228496552
341603,1,44308.504126284744,1053,36,48,0.4145440800806123,152,112571,2.607047974304185,13.558965300177192,0.027758526557975238,0.8620057080100643,22.432214564413034,0.033323631659537126,67.10526315789474,400.0,0.0,740.5986842105264,4500,226,0.0316227766016838,5.410521933778061e-05,0.0005598677067586663,-5.63265272034077e-17,-0.005798806623924777,0.009702345586320243,0.005798806623924721,0,1.1555341650484765,1.0863426686815558,0.00963728404020849,0.06919149636692068,0,1.1555341650484765,1.0863426686815558,0.06919149636692068,0.00963728404020849,963.4360177516937
345509,1,37018.70057216047,1079,26,49,-615.4179247354028,134,118673,2.616688003807048,13.69030617352029,0.046146374852027404,1.1413347447679358,13.46328548219225,0.026357676041089954,74.6268656716418,400.0,0.0,885.6194029850747,4500,186,0.0316227766016838,5.379851867925794e-05,0.0007157386751738393,-5.182501184877762e-17,-0.005457237903746976,0.009516174581238553,0.005457237903746924,0,1.1873010520795513,1.1202674364231922,0.00951318605988331,0.06703361565635912,0,1.1873010520795513,1.1202674364231922,0.06703361565635912,0.00951318605988331,984.6905281543732
